Área Total,Dormitorios,Baños,Estacionamiento,Zona_num,Municipio_num,Precio Venta
750.0,3,3,2,2,0,4512000.0
244.0,4,4,2,99,99,1338350.0
380.0,4,4,2,5,0,2331200.0
147.0,5,2,0,99,99,558000.0
836.0,4,4,5,4,0,10760000.0
270.0,4,3,2,3,0,1690000.0
1096.0,4,4,4,2,0,5423000.0
2000.0,6,8,5,5,0,4950000.0
90.0,2,0,1,99,99,210000.0
72.0,6,3,1,18,3,449000.0
1175.0,4,4,6,5,0,5632200.0
602.0,6,5,5,2,0,2805000.0
190.0,7,3,1,99,99,836000.0
1100.0,5,9,8,5,0,9250000.0
360.0,5,5,3,1,0,2470000.0
280.0,3,3,2,2,0,2105600.0
1000.0,5,3,4,99,99,1976000.0
1100.0,3,3,4,5,0,8234399.0
262.0,4,5,2,5,0,2500000.0
463.0,5,4,4,2,0,1488520.0
1000.0,4,3,4,28,4,832500.0
1000.0,4,3,4,99,99,843750.0
320.0,3,2,0,31,5,862500.0
215.0,5,2,0,99,99,736300.0
200.0,2,2,0,99,99,450000.0
595.0,4,4,2,5,0,3318900.0
310.0,7,4,1,2,0,1312500.0
274.0,6,3,2,13,2,2090000.0
340.0,4,3,2,5,0,1831870.0
289.0,5,3,2,3,0,2244273.0
575.0,4,5,2,5,0,2594400.0
290.0,3,4,3,5,0,3375000.0
2050.0,5,6,20,2,0,18000000.0
90.0,9,3,0,99,99,385500.0
1037.0,4,4,2,99,99,1609500.0
1050.0,8,5,0,99,99,2405000.0
126.0,4,2,1,99,99,300000.0
353.0,0,0,0,7,1,2265000.0
215.0,2,0,1,99,99,392000.0
181.0,3,2,0,6,1,600000.0
2639.0,5,4,0,99,99,1984818.0
150.0,3,0,0,20,3,259000.0
173.0,5,2,0,99,99,551000.0
323.0,4,5,2,5,0,2174590.0
108.0,3,2,1,99,99,190000.0
400.0,4,2,1,3,0,2600000.0
400.0,3,2,1,3,0,2090000.0
225.0,3,3,4,2,0,1838900.0
830.0,8,6,4,3,0,7700000.0
426.0,5,4,3,3,0,3145000.0
255.0,4,3,3,1,0,1945186.0
208.0,5,2,1,99,99,729300.0
325.0,3,2,3,5,0,2014000.0
366.0,6,6,3,1,0,2302140.0
140.0,4,3,2,2,0,1023000.0
1250.0,4,6,7,5,0,2978586.0
270.0,15,6,0,99,99,525250.0
494.0,4,3,3,4,0,11970000.0
130.0,4,2,1,20,3,680800.0
349.0,3,3,2,22,3,1982200.0
300.0,7,4,3,99,99,2470000.0
352.0,4,4,0,5,0,1710000.0
170.0,5,2,2,22,3,1036000.0
380.0,7,4,2,25,4,1500000.0
1000.0,5,5,4,5,0,9700000.0
282.0,4,3,1,22,3,1124000.0
200.0,3,3,0,5,0,1159400.0
160.0,3,3,1,27,4,1181250.0
315.0,4,4,2,2,0,2368000.0
1800.0,4,4,10,99,99,3145000.0
160.0,6,3,3,22,3,943500.0
316.0,4,6,0,32,5,1804800.0
74.0,6,3,0,99,99,337000.0
133.0,2,2,0,99,99,549080.0
160.0,3,2,1,20,3,550000.0
320.0,2,0,2,99,99,262500.0
2188.0,4,3,3,32,5,2664000.0
86.0,2,0,1,16,2,180000.0
361.0,7,4,1,20,3,929453.0
150.0,13,6,1,99,99,686350.0
250.0,3,0,1,4,0,1683000.0
400.0,3,2,0,7,1,2000000.0
612.0,5,4,3,5,0,2394000.0
120.0,5,3,1,20,3,626000.0
314.0,5,3,1,20,3,900000.0
300.0,4,3,0,99,99,1335600.0
412.0,5,3,3,3,0,2169200.0
518.0,4,3,2,5,0,2362500.0
282.0,6,3,1,2,0,1871250.0
1260.0,4,4,4,5,0,4756400.0
167.0,4,2,1,20,3,806250.0
276.0,5,5,2,23,3,1999000.0
522.0,4,3,4,3,0,3220280.0
637.0,6,5,6,99,99,1227500.0
350.0,4,2,2,99,99,669600.0
329.0,11,4,0,16,2,731250.0
531.0,5,3,3,4,0,4750000.0
260.0,6,3,4,5,0,1924000.0
1012.0,4,3,3,22,3,1958250.0
246.0,5,5,3,99,99,1038800.0
264.0,4,4,2,26,4,667800.0
120.0,3,3,0,3,0,487000.0
312.0,10,4,1,99,99,690000.0
440.0,4,3,4,22,3,949000.0
640.0,4,4,3,5,0,4299850.0
325.0,4,4,2,1,0,2587500.0
300.0,0,2,4,3,0,1563000.0
112.0,4,2,1,99,99,1036000.0
250.0,5,3,1,99,99,790000.0
300.0,8,6,3,2,0,1998100.0
252.0,4,3,2,1,0,1206400.0
52.0,1,0,0,8,1,362600.0
238.0,8,8,0,25,4,647500.0
2000.0,2,2,4,32,5,376500.0
300.0,4,3,2,1,0,2000000.0
1012.0,4,3,4,5,0,4125000.0
134.0,3,0,0,16,2,292300.0
270.0,12,13,1,99,99,2775000.0
250.0,4,2,3,2,0,1912500.0
337.0,3,2,0,5,0,1924000.0
210.0,8,4,2,3,0,2214614.0
240.0,6,2,0,13,2,921300.0
417.0,5,5,2,2,0,1837500.0
120.0,3,2,1,99,99,621600.0
245.0,4,2,1,99,99,666000.0
339.0,4,3,2,5,0,1831000.0
600.0,4,6,5,5,0,3616380.0
126.0,5,3,1,20,3,710400.0
285.0,8,4,2,99,99,554630.0
400.0,4,3,2,99,99,2090000.0
232.0,5,2,3,6,1,3558750.0
534.0,4,3,2,5,0,1800000.0
300.0,8,7,3,2,0,1961000.0
285.0,6,4,2,22,3,937500.0
507.0,2,0,4,4,0,4370000.0
378.0,7,3,2,4,0,3663000.0
580.0,4,4,3,4,0,6768000.0
300.0,8,4,3,2,0,2067999.0
276.0,0,3,2,5,0,1575000.0
180.0,3,3,1,3,0,1023000.0
312.0,7,4,2,2,0,1190000.0
520.0,4,3,4,3,0,3272360.0
471.0,4,4,4,2,0,2925000.0
313.0,10,3,0,18,3,577500.0
225.0,4,5,0,11,1,1868333.0
234.0,5,2,2,99,99,2062500.0
215.0,4,4,1,4,0,2444000.0
335.0,6,3,0,18,3,1234200.0
300.0,5,4,2,2,0,1837500.0
260.0,5,4,3,99,99,1207800.0
239.0,4,4,2,99,99,1402500.0
301.0,4,2,4,5,0,1924000.0
90.0,2,2,1,3,0,539400.0
280.0,5,3,2,22,3,948600.0
160.0,8,4,1,5,0,11280000.0
275.0,6,3,2,4,0,1924000.0
404.0,3,4,2,5,0,2110000.0
200.0,7,2,0,18,3,630370.0
378.0,4,4,2,4,0,2606250.0
1000.0,4,8,5,99,99,1993536.0
1049.0,5,8,0,0,0,8140000.0
1166.0,4,5,6,5,0,2722900.0
160.0,6,4,1,22,3,1017500.0
178.0,7,3,2,7,1,1343906.0
1200.0,4,3,2,22,3,3750000.0
300.0,3,4,4,22,3,1191000.0
300.0,3,3,2,2,0,2812500.0
1100.0,4,6,2,5,0,5527200.0
234.0,4,4,2,22,3,1596000.0
500.0,3,3,0,99,99,762600.0
320.0,7,3,1,99,99,1305500.0
2650.0,5,7,4,2,0,13860000.0
313.0,0,0,0,4,0,1939600.0
300.0,3,3,2,27,4,1237500.0
225.0,6,3,2,4,0,1674900.0
203.0,5,4,2,9,1,1454700.0
520.0,5,7,2,5,0,2685600.0
317.0,4,4,4,3,0,2368800.0
300.0,4,3,2,5,0,2556800.0
1100.0,8,9,6,5,0,7312500.0
86.0,3,0,0,99,99,298400.0
1080.0,7,8,4,5,0,5625000.0
155.0,3,0,1,99,99,277500.0
87.0,3,0,0,6,1,450000.0
376.0,4,4,2,1,0,2242000.0
184.0,3,2,2,99,99,555000.0
300.0,0,2,2,2,0,2962500.0
1080.0,7,7,1,5,0,2205000.0
1361.0,4,7,10,2,0,8252000.0
446.0,7,6,2,5,0,1387500.0
280.0,5,3,1,20,3,528200.0
284.0,0,0,0,14,2,2057000.0
160.0,15,5,0,17,2,814000.0
880.0,7,5,1,4,0,5208000.0
1002.0,4,4,4,2,0,6165355.0
160.0,8,5,2,23,3,955000.0
1500.0,2,2,5,99,99,1575000.0
350.0,5,2,4,99,99,730000.0
236.0,6,3,3,5,0,1125000.0
380.0,4,3,2,99,99,4488000.0
742.0,4,4,3,5,0,2475000.0
300.0,5,3,4,1,0,2183000.0
308.0,5,4,6,1,0,2204000.0
360.0,9,7,0,30,5,1084800.0
180.0,5,5,2,99,99,970000.0
256.0,4,3,2,99,99,711750.0
375.0,4,4,2,1,0,2212000.0
700.0,4,5,3,4,0,8750000.0
512.0,4,3,4,4,0,5606089.0
561.0,6,6,1,34,5,746000.0
160.0,4,3,2,99,99,543750.0
1264.0,4,4,5,2,0,9250000.0
111.0,10,6,0,99,99,487500.0
1500.0,5,3,12,99,99,1591000.0
300.0,7,0,0,99,99,2775000.0
750.0,4,4,2,5,0,3618100.0
139.0,3,2,0,99,99,333000.0
470.0,5,4,2,3,0,2488200.0
466.0,5,6,3,5,0,4370000.0
380.0,6,3,5,4,0,5610000.0
600.0,4,4,2,2,0,3207900.0
1175.0,4,5,4,22,3,4855000.0
200.0,4,3,1,28,4,918000.0
470.0,0,6,2,1,0,2957400.0
160.0,4,3,2,99,99,995300.0
453.0,3,3,8,5,0,2960200.0
450.0,4,4,2,2,0,2886000.0
14000.0,8,7,20,99,99,4560000.0
376.0,4,4,2,5,0,3034000.0
565.0,3,4,4,5,0,3065000.0
152.0,4,2,1,30,5,1106300.0
276.0,5,0,2,1,0,2193750.0
175.0,4,2,1,2,0,1050000.0
270.0,4,4,2,4,0,3651682.0
2540.0,5,4,10,99,99,1838640.0
1174.0,4,4,4,22,3,5362500.0
1600.0,4,4,5,5,0,3637500.0
342.0,5,5,2,99,99,1725000.0
144.0,3,2,1,99,99,633455.0
200.0,4,4,2,99,99,4662.0
180.0,4,3,1,2,0,745241.0
186.0,3,0,2,99,99,733200.0
100.0,20,4,1,27,4,615450.0
275.0,17,8,1,99,99,2090000.0
1521.0,5,5,8,5,0,7332000.0
209.0,5,3,1,18,3,520000.0
191.0,4,3,0,34,5,716300.0
307.0,10,4,1,99,99,975000.0
400.0,7,4,3,3,0,1583400.0
160.0,5,4,2,11,1,1350000.0
481.0,6,4,0,5,0,2021250.0
250.0,0,2,1,16,2,434700.0
100.0,3,2,0,3,0,520000.0
350.0,5,3,2,5,0,1342800.0
300.0,8,8,2,1,0,2622000.0
650.0,3,3,3,5,0,2750000.0
160.0,3,3,2,5,0,1406000.0
230.0,4,2,3,99,99,405000.0
390.0,3,2,1,4,0,2971400.0
160.0,4,3,1,9,1,1480000.0
185.0,4,4,2,2,0,1470000.0
270.0,4,3,2,2,0,2091404.0
435.0,6,6,3,5,0,2986000.0
360.0,5,3,4,4,0,2737280.0
360.0,7,7,1,18,3,529200.0
472.0,2,0,1,7,1,2923000.0
2000.0,5,6,8,2,0,13033928.0
365.0,3,3,2,2,0,1606500.0
160.0,12,6,1,17,2,410811.0
326.0,4,3,2,2,0,2830500.0
142.0,0,9,2,20,3,999050.0
378.0,4,3,2,4,0,3663000.0
180.0,3,3,2,99,99,1333850.0
280.0,3,0,1,3,0,2100000.0
468.0,5,4,4,2,0,2157600.0
1250.0,5,5,4,5,0,3721300.0
750.0,4,3,4,5,0,3213000.0
718.0,10,10,4,18,3,1109996.0
1274.0,4,3,3,5,0,5904000.0
350.0,13,9,0,18,3,744000.0
411.0,5,4,4,3,0,2632000.0
450.0,4,4,2,5,0,3065000.0
737.0,4,6,4,5,0,5700000.0
823.0,4,4,4,2,0,4500000.0
584.0,0,3,4,3,0,5564800.0
300.0,5,6,2,22,3,1391130.0
238.0,7,4,2,99,99,1014130.0
92.0,3,2,1,16,2,259000.0
157.0,4,3,0,99,99,748000.0
866.0,6,7,4,5,0,4005000.0
2297.0,6,8,10,99,99,2212500.0
384.0,6,5,0,20,3,1529300.0
10000.0,6,6,20,27,4,18500000.0
320.0,11,5,2,17,2,529200.0
420.0,5,6,3,5,0,3145000.0
380.0,9,7,2,99,99,1007100.0
120.0,3,2,1,99,99,787500.0
300.0,4,3,4,22,3,1301250.0
102.0,6,2,1,99,99,633914.0
410.0,3,5,4,5,0,4370000.0
140.0,5,5,0,27,4,956000.0
250.0,5,4,0,2,0,902660.0
160.0,2,2,1,31,5,672000.0
200.0,2,3,2,99,99,3000.0
50.0,5,3,2,99,99,522200.0
46.0,3,0,0,17,2,168000.0
290.0,4,4,2,2,0,1790000.0
371.0,8,3,2,1,0,2280000.0
100.0,3,3,2,99,99,532000.0
275.0,3,3,1,2,0,1776000.0
197.0,16,7,0,22,3,1480000.0
340.0,4,3,2,2,0,3610000.0
180.0,5,4,1,99,99,666000.0
300.0,2,2,2,99,99,2444000.0
355.0,5,2,2,4,0,5264000.0
613.0,4,2,3,4,0,5920000.0
179.0,4,3,1,24,4,543750.0
350.0,7,8,2,5,0,1945795.0
232.0,6,5,1,22,3,1025750.0
532.0,7,3,4,5,0,2126100.0
1600.0,4,3,9,5,0,5100000.0
124.0,0,0,1,99,99,335700.0
391.0,4,3,2,3,0,2331200.0
225.0,4,3,2,2,0,1917600.0
314.0,3,3,0,1,0,2238000.0
200.0,4,0,2,34,5,684000.0
330.0,0,3,2,5,0,1840000.0
200.0,5,4,2,26,4,1064000.0
308.0,5,5,2,99,99,1668000.0
355.0,0,2,2,99,99,1395000.0
314.0,4,2,2,2,0,2175000.0
814.0,4,3,3,5,0,3515400.0
136.0,3,0,1,3,0,1767200.0
420.0,6,4,4,3,0,3496800.0
360.0,4,3,4,1,0,2511000.0
308.0,4,4,2,2,0,1593750.0
169.0,7,3,2,27,4,1036000.0
200.0,5,5,1,7,1,1600030.0
600.0,6,4,5,3,0,4182145.0
319.0,4,2,1,99,99,2043750.0
302.0,4,3,2,5,0,1982200.0
325.0,4,4,3,2,0,1750320.0
623.0,6,4,5,5,0,2194800.0
174.0,4,3,2,99,99,822800.0
320.0,5,4,3,2,0,2530303.0
2569.0,7,10,9,2,0,17098000.0
1000.0,4,3,6,5,0,3553000.0
615.0,3,3,2,5,0,2904500.0
814.0,4,3,2,4,0,6545000.0
302.0,6,2,4,2,0,1462500.0
147.0,3,3,2,99,99,708703.0
112.0,4,2,0,99,99,185000.0
192.0,3,4,2,2,0,897600.0
73.0,4,3,0,13,2,520485.0
169.0,12,3,1,22,3,566200.0
10656.0,8,5,15,5,0,45000000.0
475.0,5,5,3,2,0,3159157.0
378.0,2,0,2,25,4,742270.0
300.0,7,3,0,99,99,742000.0
300.0,5,5,2,99,99,1454700.0
282.0,7,3,1,2,0,1871250.0
5040.0,6,7,15,99,99,2710500.0
120.0,2,0,0,2,0,695600.0
224.0,6,4,1,0,0,1608750.0
138.0,3,3,2,2,0,999000.0
175.0,4,3,1,18,3,532000.0
450.0,10,5,2,3,0,4042500.0
160.0,6,4,0,18,3,1143000.0
607.0,3,3,2,5,0,1230000.0
72.0,4,2,0,9,1,645000.0
540.0,5,5,3,2,0,2685000.0
460.0,3,2,2,5,0,2604000.0
311.0,4,4,3,5,0,2450500.0
120.0,9,6,0,99,99,680000.0
240.0,6,4,1,99,99,600000.0
497.0,5,3,2,3,0,3196000.0
170.0,5,0,0,22,3,442442.0
246.0,5,5,3,99,99,900000.0
394.0,4,2,1,9,1,4380000.0
550.0,4,5,2,4,0,3145000.0
558.0,12,12,2,2,0,2431000.0
100.0,0,2,1,99,99,380000.0
600.0,4,4,2,2,0,3150000.0
347.0,4,3,1,3,0,2090000.0
850.0,10,8,2,22,3,4625000.0
416.0,6,2,1,99,99,2300000.0
560.0,4,3,3,32,5,937500.0
360.0,0,0,0,4,0,2394000.0
200.0,8,8,2,99,99,975000.0
230.0,4,3,1,30,5,1053750.0
435.0,0,0,0,13,2,2849000.0
471.0,4,6,4,5,0,2133750.0
275.0,4,3,2,2,0,1572500.0
590.0,9,9,0,20,3,1875000.0
346.0,5,5,0,9,1,1221000.0
1000.0,4,4,4,5,0,5062500.0
322.0,5,4,2,2,0,2321280.0
432.0,6,4,2,3,0,3337500.0
440.0,0,5,3,7,1,1342800.0
240.0,5,3,2,4,0,2737500.0
390.0,6,4,3,4,0,2900000.0
200.0,12,7,0,27,4,1324150.0
316.0,5,4,0,2,0,2200700.0
471.0,0,4,4,2,0,2909400.0
520.0,4,4,3,4,0,6187500.0
1223.0,4,5,6,2,0,11433000.0
140.0,9,5,1,99,99,634100.0
600.0,4,3,2,2,0,4135999.0
189.0,4,3,3,32,5,1041600.0
1000.0,4,3,0,99,99,814000.0
1085.0,4,6,6,5,0,4997000.0
300.0,5,5,6,26,4,1025750.0
150.0,6,4,1,7,1,1247400.0
140.0,10,3,1,20,3,642600.0
400.0,4,4,4,99,99,2470000.0
120.0,4,2,1,99,99,610500.0
1000.0,4,3,4,99,99,836000.0
240.0,4,3,0,99,99,2204000.0
180.0,4,2,1,0,0,958800.0
113.0,3,0,1,99,99,210250.0
350.0,7,4,4,99,99,1480000.0
387.0,4,6,2,2,0,1987125.0
90.0,3,0,0,27,4,206000.0
200.0,5,5,5,99,99,1710000.0
600.0,5,5,4,5,0,4440000.0
100.0,4,2,0,20,3,444000.0
160.0,5,4,2,9,1,1121250.0
295.0,7,5,3,2,0,1332000.0
203.0,8,3,1,99,99,1077120.0
217.0,4,4,2,2,0,1309000.0
450.0,6,7,6,26,4,1554000.0
310.0,6,4,1,21,3,708750.0
275.0,7,4,6,22,3,1017500.0
1705.0,12,10,8,5,0,5220000.0
176.0,5,5,2,99,99,1735000.0
2031.0,7,7,10,4,0,18915700.0
160.0,7,2,0,18,3,666000.0
311.0,5,4,2,2,0,1846300.0
121.0,5,0,0,2,0,718200.0
87.0,0,0,0,18,3,168750.0
240.0,8,5,1,9,1,1021020.0
1312.0,6,7,6,5,0,5930700.0
160.0,4,2,1,5,0,919600.0
700.0,3,3,4,5,0,4712500.0
120.0,3,0,2,18,3,358900.0
322.0,12,4,0,99,99,888000.0
165.0,4,4,3,99,99,1275000.0
160.0,9,4,1,99,99,598400.0
450.0,6,7,4,5,0,3145000.0
184.0,3,2,1,99,99,592000.0
180.0,4,2,1,16,2,1012500.0
361.0,3,3,2,14,2,1940000.0
1200.0,3,2,4,5,0,2707200.0
308.0,4,4,2,1,0,2543200.0
145.0,3,3,0,0,0,567000.0
320.0,4,3,0,28,4,604800.0
300.0,6,5,2,3,0,3187500.0
245.0,0,4,2,11,1,1162500.0
337.0,5,2,0,14,2,1678500.0
420.0,5,3,4,3,0,2137000.0
300.0,4,3,2,22,3,1162500.0
233.0,4,3,3,2,0,2003300.0
490.0,4,4,2,3,0,2962500.0
1185.0,4,4,6,5,0,5130000.0
523.0,5,4,1,2,0,1500800.0
136.0,4,0,0,17,2,962000.0
455.0,4,3,2,2,0,2650000.0
598.0,5,5,3,5,0,2632000000.0
741.0,5,5,5,4,0,7400000.0
625.0,8,6,6,1,0,4062600.0
300.0,0,2,2,22,3,1087500.0
248.0,3,3,4,4,0,1762500.0
120.0,0,0,0,17,2,375000.0
58.0,7,4,1,99,99,477300.0
262.0,4,2,2,2,0,2508600.0
300.0,5,3,2,2,0,1900000.0
370.0,6,4,2,2,0,2380000.0
330.0,10,6,1,18,3,783300.0
319.0,4,4,2,2,0,2501150.0
700.0,5,5,5,4,0,7410000.0
86.0,4,2,0,17,2,266400.0
217.0,3,0,0,0,0,2183000.0
1004.0,3,4,4,99,99,1616900.0
190.0,4,2,2,9,1,836250.0
950.0,5,7,0,99,99,1081700.0
750.0,4,7,8,4,0,18963000.0
154.0,2,0,2,99,99,691795.0
120.0,17,13,0,16,2,596800.0
171.0,3,2,0,99,99,666000.0
301.0,6,4,2,99,99,2083200.0
180.0,8,4,0,99,99,684000.0
517.0,4,3,4,3,0,3225000.0
207.0,4,2,2,3,0,1419330.0
1357.0,5,6,6,2,0,17000000.0
140.0,4,2,1,99,99,305860.0
238.0,3,3,2,3,0,0.0
2725.0,4,6,4,2,0,14060000.0
397.0,4,4,3,3,0,3112500.0
145.0,3,2,1,99,99,496000.0
260.0,4,2,1,99,99,1203200.0
366.0,5,5,2,3,0,3230000.0
1243.0,3,3,8,99,99,921300.0
200.0,5,2,1,99,99,400000.0
120.0,4,2,1,18,3,481170.0
1200.0,3,2,4,22,3,2736000.0
740.0,5,5,4,5,0,3846150.0
750.0,5,7,5,4,0,7940100.0
736.0,3,0,0,3,0,5325000.0
576.0,4,3,2,4,0,3515000.0
108.0,6,3,1,99,99,296000.0
140.0,2,2,3,99,99,365540.0
220.0,5,3,2,2,0,1907400.0
94.0,3,2,0,99,99,333750.0
276.0,3,3,2,2,0,2935080.0
154.0,2,0,0,17,2,393750.0
230.0,4,2,4,4,0,2146000.0
517.0,3,2,1,4,0,4132150.0
475.0,6,5,4,2,0,2932800.0
1286.0,0,4,5,5,0,5510000.0
246.0,4,3,0,21,3,1100000.0
191.0,4,3,2,99,99,662300.0
280.0,4,0,1,99,99,1483817.0
346.0,8,4,0,7,1,1185580.0
274.0,4,3,2,99,99,1975000.0
270.0,5,3,3,25,4,995300.0
293.0,4,4,3,26,4,1148250.0
280.0,3,3,1,2,0,1478490.0
140.0,7,3,1,18,3,635800.0
107.0,3,4,1,18,3,604500.0
447.0,4,3,3,4,0,5700000.0
216.0,4,5,2,24,4,1050000.0
119.0,5,2,0,1,0,712500.0
108.0,3,0,0,34,5,288600.0
1011.0,5,5,2,99,99,2090000.0
320.0,7,6,3,4,0,2300000.0
1291.0,5,0,3,2,0,6300000.0
210.0,4,2,2,2,0,3063060.0
150.0,3,2,2,2,0,1294000.0
540.0,0,0,0,99,99,5180000.0
160.0,10,4,0,18,3,678600.0
1000.0,4,5,4,5,0,3079300.0
1074.0,4,5,4,99,99,1726380.0
420.0,4,5,2,5,0,1297200.0
4780.0,4,2,0,99,99,3498600.0
498.0,5,7,4,4,0,3720000.0
350.0,5,4,3,5,0,2987500.0
327.0,4,8,2,5,0,2067999.0
1002.0,0,0,0,1,0,7151697.0
124.0,0,0,0,0,0,566200.0
172.0,4,3,2,99,99,577500.0
68.0,2,0,0,20,3,221250.0
193.0,3,2,2,99,99,310000.0
165.0,4,3,1,99,99,806250.0
278.0,7,5,1,27,4,1264800.0
450.0,4,4,2,4,0,1899900.0
140.0,2,0,1,99,99,400180.0
1145.0,5,5,4,5,0,4387500.0
160.0,4,2,2,9,1,1012500.0
160.0,6,4,1,18,3,410000.0
213.0,5,6,2,99,99,631680.0
325.0,4,2,5,1,0,1885000.0
153.0,4,3,1,22,3,570000.0
115.0,0,0,0,20,3,108750.0
160.0,5,3,2,99,99,900000.0
601.0,6,8,4,4,0,6822000.0
230.0,0,0,1,7,1,1462500.0
300.0,7,2,3,1,0,1768800.0
261.0,5,4,2,2,0,1144440.0
1000.0,4,4,4,2,0,5803200.0
330.0,4,2,2,5,0,2370000.0
364.0,7,7,3,99,99,2137500.0
163.0,4,2,0,9,1,1050000.0
320.0,5,4,2,2,0,1795000.0
180.0,5,3,0,9,1,576000.0
396.0,0,2,2,4,0,2700000.0
148.0,3,0,0,99,99,640000.0
317.0,0,6,4,26,4,1087500.0
384.0,10,6,4,4,0,3300000.0
448.0,5,5,2,22,3,2035000.0
180.0,2,2,0,22,3,470000.0
63.0,3,2,0,99,99,375000.0
900.0,4,3,0,99,99,1012500.0
120.0,6,0,1,16,2,361000.0
331.0,4,4,1,2,0,1510000.0
160.0,7,3,3,18,3,925000.0
272.0,4,4,3,2,0,2940000.0
160.0,2,0,0,17,2,456000.0
387.0,4,2,2,2,0,2405000.0
220.0,4,3,1,99,99,507600.0
330.0,8,3,1,99,99,1130967.0
220.0,5,3,1,99,99,703000.0
600.0,4,4,4,5,0,2801900.0
170.0,3,0,0,99,99,918746.0
313.0,7,5,2,1,0,2584000.0
314.0,3,5,3,5,0,1069300.0
123.0,3,3,1,23,3,998630.0
91.0,4,3,0,9,1,740000.0
200.0,3,3,2,3,0,1574250.0
160.0,5,4,0,18,3,1110000.0
1110.0,5,3,6,5,0,4237000.0
280.0,6,4,2,5,0,1180000.0
45.0,1,0,0,9,1,264600.0
1000.0,5,5,8,99,99,1466530.0
160.0,8,6,1,18,3,1110000.0
1005.0,4,0,1,5,0,4200500.0
429.0,5,5,3,2,0,2480000.0
183.0,4,2,1,99,99,975240.0
162.0,1,2,2,4,0,1236150.0
320.0,4,4,0,99,99,444000.0
305.0,7,3,1,99,99,1520000.0
312.0,4,4,2,5,0,1800000.0
350.0,3,3,2,5,0,2362500.0
38.0,1,0,0,9,1,278100.0
400.0,4,3,2,5,0,2737500.0
350.0,5,4,2,5,0,2244000.0
80.0,3,2,1,99,99,624328.0
300.0,4,3,3,2,0,1861200.0
99.0,3,2,1,2,0,824040.0
120.0,3,0,1,16,2,337500.0
215.0,5,4,2,99,99,1480000.0
2729.0,4,4,10,99,99,3906000.0
160.0,7,3,0,18,3,925000.0
1767.0,5,4,8,5,0,4782240.0
76.0,3,2,1,9,1,405000.0
342.0,3,2,2,2,0,1930000.0
450.0,20,5,5,0,0,5100000.0
5180.0,2,3,0,99,99,2100000.0
415.0,6,2,1,99,99,958300.0
291.0,5,3,2,1,0,2163000.0
220.0,5,4,1,99,99,630000.0
1550.0,5,5,8,2,0,8140000.0
309.0,4,7,2,4,0,2962500.0
182.0,3,2,2,99,99,408750.0
315.0,3,4,2,99,99,1009197.0
160.0,0,0,0,11,1,1360800.0
223.0,4,3,2,4,0,1380000.0
260.0,5,4,1,20,3,773300.0
360.0,2,3,2,4,0,4484000.0
220.0,3,3,1,3,0,2100000.0
512.0,3,3,1,25,4,756000.0
500.0,5,3,4,2,0,5365000.0
237.0,8,3,4,4,0,1825500.0
450.0,10,8,2,3,0,3187000.0
319.0,0,6,0,15,2,1134000.0
81.0,4,2,0,0,0,567000.0
1500.0,6,5,10,2,0,9375000.0
390.0,4,2,2,3,0,2380765.0
701.0,4,4,3,5,0,3213000.0
600.0,4,5,8,22,3,1929100.0
565.0,5,5,4,5,0,2996260.0
124.0,2,2,1,4,0,1007900.0
15.0,2,0,0,3,0,55130.0
179.0,5,4,2,99,99,750000.0
2087.0,4,4,4,5,0,7520000.0
720.0,5,4,3,1,0,4995000.0
341.0,4,4,3,2,0,2940000.0
273.0,5,4,1,9,1,1579200.0
226.0,3,2,1,4,0,1931250.0
338.0,4,2,2,2,0,1612500.0
300.0,4,3,2,99,99,1136200.0
138.0,2,2,1,4,0,1646433.0
1691.0,4,3,5,5,0,7896000.0
231.0,13,12,1,99,99,610000.0
302.0,6,3,2,2,0,1850000.0
307.0,3,3,2,2,0,3036200.0
145.0,4,2,0,99,99,203500.0
154.0,4,3,0,0,0,888000.0
300.0,6,5,4,22,3,1193850.0
125.0,3,0,0,15,2,456000.0
381.0,13,13,2,2,0,2646951.0
372.0,5,4,2,5,0,2983000.0
680.0,4,3,4,4,0,6392000.0
272.0,0,2,1,99,99,555000.0
346.0,4,3,3,3,0,2290000.0
360.0,4,3,2,4,0,1913000.0
319.0,14,6,1,15,2,1134000.0
300.0,5,4,1,32,5,1136200.0
478.0,4,3,3,99,99,1488520.0
180.0,0,0,0,99,99,440800.0
250.0,6,5,1,27,4,1018400.0
294.0,7,4,2,5,0,1700000.0
1014.0,4,6,2,5,0,4125000.0
200.0,4,2,2,20,3,1117862.0
1000.0,9,4,0,99,99,1650000.0
148.0,6,2,1,27,4,999000.0
90.0,7,2,1,99,99,340000.0
151.0,4,3,1,9,1,1081290.0
185.0,3,4,2,2,0,2479000.0
300.0,4,3,2,22,3,925000.0
160.0,5,2,0,17,2,597277.0
180.0,6,4,2,2,0,1315000.0
411.0,5,5,2,23,3,570000.0
294.0,3,2,2,28,4,851250.0
622.0,3,2,1,99,99,510000.0
360.0,4,4,2,99,99,2628939.0
91.0,0,2,1,99,99,525000.0
206.0,5,3,2,1,0,2356200.0
1250.0,3,4,4,99,99,2175000.0
411.0,3,3,2,4,0,4472270.0
755.0,21,10,0,99,99,1517000.0
460.0,4,3,1,4,0,4175000.0
556.0,6,5,4,4,0,6822000.0
355.0,4,3,1,4,0,5320000.0
313.0,4,4,2,5,0,2427670.0
