Área Total,Dormitorios,Baños,Estacionamiento,Zona_num,Municipio_num,Precio Venta
78.0,7,2,0,18,3,300000.0
1006.0,3,5,4,5,0,4514000.0
420.0,4,2,2,3,0,2040000.0
90.0,5,0,1,99,99,525420.0
295.0,3,0,0,99,99,2640400.0
742.0,4,6,3,5,0,2477848.0
54.0,4,4,2,7,1,783300.0
1000.0,3,4,4,5,0,2590000.0
500.0,9,4,3,99,99,2812500.0
195.0,6,2,2,9,1,932400.0
240.0,5,3,0,22,3,675000.0
357.0,2,4,1,21,3,1124240.0
240.0,8,2,0,99,99,1189000.0
469.0,9,8,1,22,3,1096200.0
304.0,7,6,2,2,0,1901800.0
2000.0,20,20,9,99,99,2189198.0
396.0,4,2,2,5,0,2169200.0
350.0,4,3,4,2,0,1349000.0
1100.0,5,4,6,5,0,4436000.0
644.0,9,8,10,32,5,1955200.0
615.0,10,7,0,17,2,1187555.0
600.0,4,5,4,4,0,8267600.0
132.0,6,3,1,5,0,1470000.0
120.0,5,4,1,18,3,490000.0
534.0,4,4,2,5,0,2681125.0
1002.0,4,8,4,2,0,6171000.0
300.0,8,7,2,2,0,1961000.0
250.0,8,3,0,17,2,380000.0
3087.0,4,4,6,99,99,3000000.0
200.0,4,4,1,6,1,1687500.0
290.0,3,3,3,2,0,1860000.0
165.0,5,2,0,99,99,1015200.0
470.0,5,5,1,1,0,2372500.0
90.0,6,3,0,18,3,200000.0
300.0,5,3,2,2,0,1837500.0
650.0,4,7,6,5,0,2805000.0
189.0,6,3,2,9,1,1305500.0
370.0,4,3,2,1,0,2444000.0
179.0,4,3,1,27,4,702000.0
700.0,3,4,4,5,0,4406250.0
356.0,6,4,1,7,1,1216000.0
285.0,7,4,2,17,2,1117500.0
120.0,6,5,1,2,0,787500.0
300.0,4,2,1,2,0,1520000.0
270.0,3,2,3,5,0,1171800.0
375.0,10,6,1,4,0,3375000.0
585.0,9,7,4,4,0,3800000.0
176.0,0,0,0,9,1,1067640.0
500.0,4,3,4,4,0,8296200.0
230.0,5,9,2,99,99,3187500.0
737.0,4,6,4,5,0,5550000.0
250.0,4,3,1,2,0,1432600.0
1050.0,4,4,1,5,0,321715820.0
168.0,3,3,0,24,4,804100.0
128.0,2,2,0,28,4,338400.0
120.0,3,0,0,13,2,1417500.0
207.0,3,3,2,26,4,746395.0
2000.0,6,6,5,99,99,2590605.0
397.0,4,4,2,5,0,2946700.0
223.0,5,5,2,99,99,1425000.0
580.0,4,3,2,5,0,3450000.0
120.0,4,2,0,99,99,807000.0
758.0,2,2,3,4,0,9725000.0
260.0,4,3,1,24,4,880000.0
480.0,4,2,4,4,0,2717000.0
239.0,4,4,2,99,99,1432200.0
120.0,4,2,0,17,2,450000.0
380.0,10,10,0,99,99,480000.0
193.0,0,0,0,99,99,525000.0
324.0,7,5,4,3,0,2256000.0
302.0,7,5,0,99,99,675000.0
459.0,6,5,0,99,99,750000.0
567.0,3,2,4,5,0,2849000.0
645.0,4,4,2,5,0,3145000.0
231.0,5,6,2,1,0,1729000.0
1348.0,6,3,7,5,0,3285000.0
523.0,4,6,3,5,0,3225000.0
239.0,6,2,0,6,1,970000.0
168.0,3,3,1,24,4,804100.0
225.0,4,3,2,22,3,1657600.0
586.0,6,6,2,99,99,2550000.0
378.0,4,3,2,4,0,3990000.0
396.0,6,4,3,4,0,2369664.0
265.0,5,2,1,99,99,1353430.0
160.0,5,2,1,27,4,1117500.0
746.0,0,0,0,6,1,12025000.0
158.0,3,2,1,7,1,1162500.0
175.0,4,3,3,22,3,988000.0
224.0,7,4,2,99,99,787000.0
254.0,10,5,0,99,99,2050000.0
270.0,6,3,0,99,99,350000.0
455.0,7,4,2,5,0,1665000.0
183.0,0,0,2,11,1,1383800.0
140.0,0,0,0,99,99,450000.0
600.0,10,12,0,13,2,1687500.0
137.0,5,3,1,16,2,468750.0
500.0,4,4,2,5,0,2100000.0
373.0,4,0,2,3,0,2835000.0
274.0,4,4,2,2,0,1950000.0
282.0,5,2,5,4,0,2475000.0
2595.0,5,5,7,99,99,1430339.0
900.0,4,4,5,5,0,4442270.0
685.0,12,8,4,17,2,955000.0
1800.0,4,6,6,5,0,2424500.0
1000.0,9,8,4,5,0,3307500.0
250.0,5,5,0,2,0,988000.0
267.0,4,3,2,5,0,1249000.0
134.0,3,6,2,16,2,832500.0
310.0,4,3,2,2,0,2442000.0
233.0,4,3,2,4,0,2800600.0
150.0,6,2,1,15,2,498000.0
200.0,3,3,2,22,3,1775630.0
1020.0,5,5,8,32,5,1275000.0
243.0,3,5,2,4,0,4800000.0
170.0,18,10,0,99,99,714400.0
453.0,0,0,0,4,0,4125000.0
1263.0,4,4,4,5,0,5610000.0
330.0,3,3,2,5,0,2550000.0
350.0,4,0,2,3,0,2405000.0
200.0,6,4,2,2,0,1279500.0
202.0,4,5,2,99,99,843750.0
123.0,3,2,2,99,99,610500.0
250.0,4,4,4,99,99,1012500.0
112.0,5,5,1,2,0,932500.0
362.0,5,3,2,2,0,1998000.0
1280.0,5,6,10,4,0,17760000.0
280.0,3,2,2,5,0,2437500.0
250.0,5,5,2,26,4,1184000.0
449.0,5,4,2,5,0,2381250.0
175.0,3,2,1,23,3,1405864.0
122.0,3,2,1,23,3,1014824.0
1300.0,3,5,5,5,0,5062500.0
189.0,4,3,1,23,3,1424664.0
115.0,3,2,0,99,99,637500.0
189.0,3,3,1,23,3,1488584.0
3290.0,6,8,8,2,0,19000000.0
380.0,4,3,2,1,0,2550000.0
88.0,3,2,1,30,5,506250.0
420.0,4,5,5,3,0,7087000.0
540.0,4,3,2,2,0,2508000.0
1663.0,4,4,6,5,0,3145000.0
450.0,6,0,0,20,3,1860000.0
180.0,12,8,1,99,99,693500.0
294.0,7,4,2,5,0,1665000.0
146.0,3,2,2,1,0,1112200.0
160.0,4,0,1,34,5,718200.0
1006.0,4,3,3,5,0,2996250.0
300.0,5,2,2,2,0,1501000.0
625.0,5,6,4,2,0,3696300.0
452.0,6,2,2,99,99,2527500.0
600.0,5,5,5,23,3,9500000.0
260.0,3,2,3,3,0,2280000.0
241.0,4,3,1,99,99,1368000.0
298.0,3,3,2,2,0,2128000.0
401.0,5,6,2,5,0,1881000.0
200.0,4,2,0,6,1,855000.0
583.0,5,5,0,4,0,4484000.0
440.0,0,0,0,99,99,676260.0
1025.0,6,7,5,32,5,1512000.0
397.0,5,4,2,2,0,3591000.0
200.0,0,0,2,0,0,2242436.0
310.0,4,2,4,2,0,1729000.0
160.0,3,3,2,2,0,1230020.0
1310.0,4,3,0,2,0,7030000.0
262.0,13,11,0,0,0,1368000.0
580.0,5,5,4,99,99,3610000.0
638.0,4,4,5,3,0,7182000.0
9300.0,3,7,10,5,0,23400000.0
5500.0,6,6,5,99,99,9500000.0
341.0,8,7,1,34,5,1501000.0
460.0,4,3,0,99,99,2508000.0
450.0,5,5,4,5,0,3781000.0
1025.0,6,8,5,99,99,1558000.0
443.0,4,4,4,2,0,3412400.0
2400.0,4,4,6,5,0,10260000.0
719.0,4,4,3,23,3,1557620.0
578.0,4,3,2,4,0,11020000.0
280.0,4,2,4,3,0,2622000.0
370.0,4,4,3,4,0,3401000.0
1002.0,5,4,0,32,5,2698000.0
1300.0,4,3,4,22,3,3515000.0
482.0,6,6,6,4,0,11020000.0
9000.0,7,7,3,99,99,8930000.0
247.0,5,3,1,2,0,950000.0
484.0,4,4,4,3,0,4484000.0
400.0,5,3,1,1,0,3750000.0
805.0,3,2,5,4,0,6802000.0
600.0,3,2,4,4,0,7106000.0
70.0,5,3,0,99,99,190000.0
836.0,0,0,0,4,0,11968000.0
350.0,5,4,3,2,0,2553000.0
261.0,7,4,1,99,99,999000.0
125.0,3,0,0,7,1,748440.0
270.0,6,3,0,99,99,395000.0
4695.0,4,4,10,5,0,14829100.0
106.0,12,12,0,99,99,905550.0
50.0,0,3,0,99,99,680200.0
581.0,3,3,2,4,0,4301000.0
346.0,4,3,2,22,3,1652000.0
1004.0,3,2,6,5,0,2954000.0
840.0,4,3,4,5,0,2775000.0
351.0,6,4,6,3,0,2362500.0
1000.0,4,4,4,2,0,7012500.0
715.0,11,8,4,3,0,4218750.0
156.0,2,0,0,20,3,262500.0
120.0,2,2,0,17,2,444000.0
301.0,5,4,2,5,0,2100000.0
626.0,4,4,4,5,0,3637500.0
76.0,3,0,0,99,99,664890.0
145.0,3,3,2,3,0,1925000.0
411.0,11,5,0,99,99,620400.0
680.0,0,0,0,4,0,6392000.0
300.0,6,5,2,2,0,1800000.0
650.0,5,5,2,2,0,3562222.0
165.0,5,3,2,3,0,1332000.0
140.0,4,2,1,9,1,958000.0
513.0,11,13,5,99,99,620400.0
76.0,0,0,0,16,2,236880.0
985.0,4,4,4,2,0,6919000.0
120.0,7,3,1,20,3,399600.0
250.0,4,0,2,5,0,1942500.0
220.0,5,3,1,16,2,338400.0
40.0,3,2,0,16,2,225000.0
361.0,5,3,4,2,0,2035000.0
160.0,0,0,0,2,0,999000.0
1422.0,5,6,10,5,0,9275000.0
310.0,5,4,4,5,0,2001280.0
238.0,7,5,1,1,0,1602500.0
285.0,4,4,2,2,0,1702000.0
324.0,34,0,1,99,99,3515000.0
1250.0,5,6,6,5,0,7365600.0
1053.0,5,3,5,2,0,4875000.0
377.0,4,5,2,5,0,2146000.0
165.0,4,4,1,2,0,991000.0
97.0,3,3,0,99,99,768750.0
270.0,10,5,0,15,2,337500.0
346.0,9,4,2,99,99,760000.0
400.0,4,4,2,5,0,2140600.0
330.0,5,3,3,5,0,2156000.0
1023574.0,10,5,20,99,99,6962760.0
1281.0,4,4,5,5,0,5640000.0
565.0,3,3,2,5,0,3308800.0
382.0,3,2,3,4,0,4000000.0
500.0,4,2,6,22,3,5550000.0
1390.0,7,8,6,5,0,9375000.0
300.0,4,3,2,5,0,1866260.0
225.0,4,3,1,7,1,1632000.0
1000.0,4,6,4,2,0,7900000.0
301.0,3,3,2,2,0,2244720.0
191.0,3,3,3,99,99,1106300.0
130.0,3,3,1,1,0,1458750.0
630.0,4,4,4,2,0,3085000.0
1000.0,4,5,5,5,0,6205000.0
275.0,4,3,2,99,99,508950.0
400.0,4,4,2,2,0,3213000.0
120.0,3,3,2,3,0,1469000.0
320.0,3,4,2,5,0,3000000.0
120.0,4,2,1,18,3,562500.0
381.0,4,2,1,3,0,2246000.0
215.0,5,3,1,9,1,1254000.0
290.0,4,2,2,2,0,1850000.0
394.0,5,5,2,2,0,1716660.0
365.0,3,3,2,5,0,1593750.0
701.0,4,4,2,5,0,3230000.0
750.0,3,3,3,2,0,2632000.0
390.0,4,5,4,5,0,3656250.0
393.0,5,5,4,1,0,2306400.0
1350.0,4,4,4,5,0,3353270.0
128.0,6,5,2,99,99,1279680.0
167.0,3,2,2,11,1,748000.0
100.0,6,3,0,17,2,280875.0
302.0,4,4,2,5,0,2084000.0
150.0,3,3,1,1,0,1120000.0
230.0,3,3,2,99,99,1680000.0
124.0,3,2,1,17,2,487263.0
415.0,4,3,0,99,99,2157600.0
1265.0,0,0,0,5,0,3420000.0
303.0,7,4,2,1,0,2035800.0
232.0,3,4,3,99,99,1321133.0
197.0,5,5,2,22,3,1480000.0
411.0,4,4,4,3,0,2381400.0
210.0,3,2,1,0,0,1150000.0
350.0,4,3,2,3,0,3487500.0
900.0,4,3,3,5,0,2895200.0
521.0,4,6,4,4,0,4500000.0
360.0,6,5,6,3,0,3690000.0
200.0,7,3,0,26,4,448426.0
176.0,6,4,1,99,99,1875000.0
295.0,6,5,2,2,0,1237500.0
200.0,5,3,2,99,99,1537500.0
315.0,0,2,2,1,0,2223000.0
154.0,3,2,2,99,99,600000.0
184.0,4,2,0,13,2,1480000.0
323.0,5,5,2,5,0,2200000.0
449.0,4,4,2,2,0,2964000.0
319.0,4,2,2,1,0,2356000.0
925.0,0,0,0,5,0,2923000.0
199.0,3,4,2,3,0,2100000.0
278.0,4,4,2,1,0,2064600.0
300.0,3,5,2,5,0,2543200.0
1152.0,3,3,3,22,3,3145000.0
298.0,4,2,2,1,0,6750000.0
432.0,3,2,2,5,0,1837500.0
548.0,10,11,2,18,3,1554000.0
283.0,7,3,1,16,2,421875.0
270.0,3,2,2,3,0,3071000.0
90.0,11,4,0,99,99,503200.0
240.0,5,2,2,2,0,1496250.0
293.0,6,3,0,20,3,794325.0
180.0,3,3,1,2,0,1298000.0
1006.0,3,4,4,5,0,4636000.0
90.0,0,3,0,99,99,525000.0
300.0,3,4,2,5,0,2583000.0
298.0,3,3,2,2,0,2035000.0
240.0,10,2,0,27,4,351000.0
480.0,4,4,3,99,99,2242000.0
216.0,5,4,2,99,99,470000.0
212.0,4,3,3,4,0,2355000.0
293.0,5,6,0,24,4,985400.0
412.0,8,4,0,6,1,3170500.0
294.0,0,0,0,11,1,1650000.0
200.0,14,12,3,2,0,1480000.0
321.0,6,4,2,1,0,2356000.0
179.0,3,4,2,5,0,1406250.0
1000.0,5,5,3,32,5,3145000.0
354.0,3,2,1,4,0,4125000.0
346.0,4,3,2,2,0,2736000.0
280.0,5,3,1,4,0,1525570.0
161.0,6,3,2,5,0,1275000.0
550.0,7,6,4,5,0,3041500.0
91.0,5,3,1,9,1,764650.0
303.0,3,2,2,5,0,1767000.0
160.0,4,3,2,11,1,1230900.0
265.0,3,2,0,0,0,1702000.0
500.0,4,6,4,5,0,3008745.0
500.0,6,4,0,26,4,1312500.0
576.0,4,3,4,4,0,3881000.0
600.0,6,8,6,4,0,9225000.0
1105.0,6,6,10,5,0,7303300.0
250.0,4,2,0,0,0,1080000.0
250.0,4,4,1,2,0,1665000.0
2185.0,4,3,5,22,3,5700000.0
185.0,3,2,2,3,0,1785600.0
100.0,4,3,2,34,5,666000.0
120.0,3,2,0,18,3,446400.0
322.0,11,10,4,1,0,2492400.0
300.0,4,4,4,5,0,3713000.0
1669.0,4,4,3,99,99,2437500.0
466.0,0,2,0,13,2,3590000.0
200.0,0,0,0,30,5,1117965.0
240.0,5,3,2,4,0,2774000.0
200.0,4,2,0,13,2,893000.0
429.0,13,11,2,99,99,1309173.0
172.0,5,2,1,3,0,1575000.0
292.0,3,4,2,1,0,2264220.0
167.0,4,2,2,22,3,1550300.0
120.0,6,6,2,99,99,390000.0
1525.0,6,5,6,99,99,1575000.0
306.0,4,3,2,4,0,1949000.0
402.0,4,3,2,4,0,2418000.0
168.0,3,3,2,4,0,3712560.0
240.0,3,3,2,5,0,2246250.0
240.0,6,4,4,22,3,993750.0
365.0,3,3,2,2,0,2035000.0
319.0,4,5,3,5,0,2512500.0
430.0,4,4,2,5,0,3293000.0
375.0,3,3,2,22,3,1812630.0
436.0,5,5,2,4,0,3221500.0
160.0,6,3,2,7,1,1558200.0
160.0,8,8,1,16,2,789600.0
261.0,5,6,5,26,4,997857.0
376.0,4,3,4,2,0,3346000.0
3100.0,6,8,10,2,0,29600000.0
250.0,6,4,1,16,2,523000.0
240.0,3,2,2,5,0,1162500.0
946.0,6,8,0,28,4,1503370.0
420.0,5,4,4,2,0,3108000.0
2115.0,20,21,15,99,99,3524500.0
5300.0,4,4,10,2,0,3622000.0
129.0,5,4,2,16,2,593600.0
170.0,14,9,2,27,4,2156250.0
319.0,5,5,2,5,0,1846300.0
300.0,3,3,10,99,99,921300.0
506.0,6,3,3,99,99,1237500.0
360.0,4,4,3,99,99,1052800.0
945.0,4,4,4,2,0,7520000.0
160.0,0,0,0,2,0,1252100.0
2740.0,6,6,11,32,5,2613200.0
120.0,4,2,0,99,99,669600.0
120.0,3,0,1,13,2,1395000.0
303.0,4,3,2,3,0,2233500.0
208.0,10,5,2,2,0,1065500.0
720.0,5,7,8,5,0,4810000.0
325.0,4,5,4,1,0,1846300.0
1490.0,5,6,10,99,99,1596000.0
1042.0,4,5,8,5,0,3677800.0
385.0,4,3,4,2,0,2886000.0
1200.0,3,4,6,2,0,5575000.0
1330.0,4,3,4,4,0,15792000.0
1150.0,5,4,5,5,0,9500000.0
330.0,9,6,1,20,3,806250.0
213.0,5,4,1,20,3,1008750.0
100.0,3,2,2,99,99,452500.0
300.0,0,0,0,2,0,2046000.0
1012.0,4,3,3,22,3,2052000.0
380.0,4,3,1,99,99,1687500.0
2087.0,4,4,4,5,0,7540000.0
113.0,3,2,1,16,2,410300.0
2802.0,4,4,10,2,0,15580000.0
175.0,7,2,2,23,3,901030.0
615.0,10,7,2,5,0,3922000.0
90.0,3,2,0,99,99,240500.0
120.0,9,7,1,20,3,1165100.0
260.0,6,4,1,2,0,2025000.0
160.0,0,0,0,16,2,81620.0
120.0,8,6,1,18,3,841320.0
319.0,5,4,3,2,0,2100000.0
230.0,4,4,3,99,99,1478000.0
421.0,11,8,0,20,3,950000.0
291.0,5,3,1,13,2,1665000.0
598.0,4,4,3,4,0,8518800.0
184.0,4,2,1,3,0,1878750.0
502.0,0,0,0,99,99,212688.0
300.0,3,2,2,2,0,2212500.0
1110.0,4,4,2,5,0,5700000.0
450.0,5,4,2,5,0,3052500.0
180.0,5,4,2,99,99,747000.0
1240.0,4,4,3,5,0,4940000.0
141.0,4,2,2,4,0,2280000.0
1100.0,4,4,4,5,0,6290000.0
277.0,3,2,2,5,0,1925490.0
200.0,6,3,1,99,99,525000.0
350.0,5,5,2,2,0,2553000.0
147.0,4,2,1,3,0,1423000.0
412.0,5,4,4,4,0,2850000.0
356.0,6,6,3,2,0,2550000.0
1084.0,5,5,4,5,0,4278000.0
240.0,0,0,1,99,99,907200.0
470.0,6,6,4,3,0,3885000.0
1185.0,4,5,5,5,0,5365000.0
282.0,3,2,1,99,99,1313550.0
200.0,6,3,2,13,2,1575000.0
232.0,4,3,0,99,99,1446330.0
200.0,5,3,1,17,2,600000.0
1175.0,4,4,6,5,0,5587500.0
512.0,4,4,2,5,0,3250000.0
636.0,3,3,2,2,0,3187500.0
180.0,4,2,1,3,0,1903800.0
285.0,6,5,2,5,0,1200000.0
272.0,4,3,0,6,1,2238000.0
500.0,3,4,2,2,0,3264800.0
110.0,3,2,1,99,99,853300.0
653.0,3,3,2,4,0,5920000.0
1962.0,4,3,5,5,0,7873110.0
157.0,2,2,2,4,0,2845800.0
380.0,5,4,2,2,0,2700000.0
980.0,6,6,4,2,0,7448000.0
15.0,15,7,0,27,4,1117500.0
184.0,5,4,0,99,99,1005000.0
237.0,4,3,2,4,0,2887500.0
200.0,5,3,2,2,0,1462500.0
160.0,3,0,1,20,3,870000.0
355.0,5,4,3,1,0,2294000.0
140.0,6,3,0,99,99,300000.0
199.0,4,2,2,2,0,1636800.0
165.0,4,3,0,9,1,618600.0
400.0,3,3,2,3,0,3330000.0
147.0,0,0,0,18,3,1398750.0
2087.0,4,5,4,5,0,7500000.0
259.0,0,3,0,99,99,979940.0
306.0,4,4,2,2,0,1842400.0
610.0,0,0,0,14,2,988000.0
186.0,5,3,1,22,3,946250.0
100.0,1,0,1,17,2,233100.0
1007.0,3,4,6,99,99,1600000.0
140.0,4,3,0,18,3,631000.0
240.0,5,4,1,99,99,527408.0
115.0,2,0,1,99,99,284900.0
108.0,4,2,1,99,99,617100.0
284.0,0,0,0,99,99,1387000.0
166.0,5,4,1,13,2,1119000.0
2520.0,6,4,6,32,5,1853310.0
522.0,6,4,2,99,99,710600.0
168.0,34,18,0,99,99,1230200.0
90.0,6,6,0,20,3,1368640.0
1400.0,30,20,0,15,2,14880000.0
311.0,4,3,2,5,0,1781250.0
285.0,4,4,2,5,0,1871250.0
2087.0,4,4,4,5,0,7500000.0
570.0,5,9,8,26,4,1924000.0
850.0,4,3,3,5,0,8856000.0
600.0,5,6,3,5,0,3012230.0
528.0,5,6,3,5,0,3742200.0
180.0,3,2,1,4,0,1309000.0
2885.0,4,3,8,5,0,10800000.0
500.0,8,4,2,0,0,3187500.0
153.0,5,5,0,31,5,940000.0
85.0,5,2,0,99,99,150000.0
250.0,6,4,0,28,4,831600.0
3350.0,4,3,8,2,0,9250000.0
288.0,13,5,6,18,3,742400.0
480.0,4,6,5,5,0,8694000.0
700.0,5,4,5,2,0,5587500.0
4020.0,3,3,8,32,5,4560000.0
463.0,4,4,2,5,0,2220000.0
2521.0,4,3,0,99,99,766628.0
252.0,4,3,2,99,99,956250.0
982.0,4,4,6,5,0,7770000.0
1120.0,4,3,2,5,0,2985200.0
140.0,16,13,1,99,99,592500.0
6520.0,5,3,5,99,99,263.0
105.0,3,2,0,99,99,845000.0
2500.0,4,3,2,5,0,5655000.0
299.0,5,4,2,4,0,2812000.0
200.0,2,2,1,99,99,456000.0
384.0,4,4,2,2,0,2603000.0
174.0,3,0,0,8,1,713000.0
1150.0,4,6,7,5,0,9000000.0
576.0,7,4,8,99,99,3250800.0
1700.0,3,3,0,5,0,4320000.0
1008.0,4,4,4,5,0,2574000.0
591.0,5,5,4,4,0,5625000.0
1001.0,5,4,2,5,0,3060000.0
700.0,4,4,0,5,0,3515000.0
505.0,6,5,3,5,0,3610000.0
300.0,4,3,2,5,0,1688400.0
377.0,3,2,3,2,0,1796400.0
492.0,4,3,2,2,0,2212500.0
393.0,5,3,4,1,0,2294000.0
300.0,3,2,0,5,0,2520000.0
1110.0,4,3,2,5,0,5400000.0
776.0,6,6,4,2,0,2394000.0
1281.0,4,3,5,5,0,5580000.0
500.0,4,4,4,5,0,4860000.0
328.0,4,2,1,22,3,1550300.0
319.0,3,2,4,5,0,1494000.0
90.0,8,4,0,18,3,897600.0
1500.0,5,4,10,5,0,9000000.0
2505.0,5,4,8,2,0,9018000.0
296.0,4,4,3,4,0,2886000.0
1500.0,4,5,6,5,0,5550000.0
450.0,5,5,2,3,0,3711800.0
344.0,4,5,2,5,0,2240260.0
1000.0,4,2,3,5,0,5180000.0
300.0,4,3,2,2,0,1732000.0
1270.0,4,4,3,22,3,2867500.0
251.0,8,3,2,18,3,555000.0
1022.0,6,6,8,5,0,4125000.0
397.0,4,3,3,3,0,3037500.0
91.0,4,2,1,99,99,356250.0
312.0,3,2,2,22,3,1831500.0
800.0,5,2,4,28,4,1184000.0
350.0,14,5,1,99,99,504900.0
792.0,1,0,2,1,0,6033600.0
509.0,6,5,4,3,0,3392050.0
562.0,0,0,2,4,0,5109750.0
315.0,3,3,2,1,0,2025000.0
90.0,4,4,2,99,99,870000.0
311.0,4,5,2,22,3,999050.0
484.0,4,3,2,1,0,2923000.0
513.0,10,8,0,17,2,308760.0
3600.0,8,8,10,99,99,2450500.0
300.0,7,6,5,99,99,3272500.0
225.0,3,0,2,2,0,1744200.0
240.0,4,7,5,5,0,1480000.0
84.0,7,3,1,99,99,437000.0
2350.0,4,5,15,5,0,9771300.0
1050.0,4,4,2,32,5,2186600.0
2206.0,7,6,5,5,0,3969700.0
1000.0,5,5,4,5,0,6032000.0
190.0,0,0,0,7,1,1555000.0
200.0,6,4,1,99,99,545000.0
160.0,6,3,1,9,1,1501000.0
130.0,3,3,3,26,4,847300.0
450.0,4,4,2,1,0,3200000.0
240.0,4,3,2,18,3,596000.0
120.0,14,6,2,14,2,1184000.0
248.0,6,3,1,99,99,953700.0
410.0,3,3,3,3,0,2590000.0
358.0,5,5,2,5,0,2850000.0
105.0,6,3,1,2,0,999000.0
294.0,4,3,1,17,2,600000.0
162.0,4,3,2,2,0,1383680.0
120.0,5,3,1,16,2,436000.0
154.0,3,2,1,99,99,1080000.0
495.0,4,2,2,4,0,7495845.0
3089.0,11,10,12,99,99,2812500.0
432.0,2,2,4,2,0,1496250.0
350.0,4,4,2,5,0,1903850.0
3295.0,0,11,4,28,4,5797000.0
279.0,8,5,2,21,3,505875.0
340.0,8,5,1,99,99,608000.0
200.0,4,2,1,13,2,825000.0
108.0,7,6,1,2,0,865300.0
160.0,7,4,1,17,2,1096200.0
266.0,5,5,0,28,4,608258.0
120.0,0,2,0,99,99,372396.0
200.0,0,0,0,99,99,110000.0
411.0,5,5,2,99,99,570000.0
275.0,3,2,1,2,0,1700000.0
1000.0,3,2,4,5,0,2925000.0
1200.0,0,3,2,5,0,2812500.0
262.0,6,4,3,99,99,1045000.0
1050.0,4,3,5,5,0,3885000.0
500.0,11,0,1,99,99,791700.0
160.0,5,3,0,99,99,850040.0
466.0,4,7,2,99,99,1999990.0
181.0,5,4,1,99,99,620000.0
160.0,10,2,1,99,99,651000.0
205.0,4,3,1,1,0,1252900.0
1005.0,4,5,4,99,99,1651900.0
221.0,5,2,2,18,3,999000.0
120.0,6,5,1,16,2,594080.0
308.0,3,2,2,1,0,2109000.0
300.0,3,2,2,2,0,2236000.0
200.0,8,3,1,19,3,729000.0
125.0,3,3,1,0,0,1319500.0
305.0,6,4,2,24,4,1106000.0
480.0,11,7,0,20,3,665000.0
400.0,10,5,3,27,4,1260000.0
600.0,5,6,4,5,0,3000000.0
429.0,5,5,2,4,0,4476000.0
143.0,3,4,0,28,4,1100000.0
1064.0,3,6,6,5,0,4901000.0
281.0,5,4,2,2,0,2595000.0
300.0,3,3,2,22,3,637500.0
160.0,5,3,0,99,99,814000.0
240.0,8,2,0,2,0,770800.0
570.0,5,3,3,5,0,2978300.0
3378.0,7,5,10,28,4,3820518.0
160.0,4,3,1,99,99,740000.0
483.0,17,16,4,99,99,2128000.0
300.0,5,3,2,9,1,1443000.0
1000.0,3,4,4,5,0,3405000.0
1000.0,0,4,8,32,5,962000.0
2736.0,0,6,6,32,5,2640000.0
1265.0,4,4,3,5,0,4902800.0
1200.0,7,7,4,99,99,1330000.0
848.0,0,0,0,2,0,5245200.0
347.0,5,3,2,99,99,514744.0
766.0,3,0,1,99,99,940000.0
1050.0,5,2,8,32,5,1064000.0
178.0,5,3,2,3,0,1739000.0
1331.0,4,3,4,32,5,1896200.0
1106.0,6,5,5,32,5,2550000.0
15200.0,6,6,10,99,99,10359800.0
286.0,7,5,4,99,99,787500.0
1002.0,5,6,6,99,99,2775000.0
404.0,3,4,4,5,0,2109000.0
250.0,3,2,2,2,0,1505826.0
236.0,5,6,2,99,99,866400.0
1080.0,3,3,5,5,0,2592000.0
504.0,5,3,4,5,0,1500000.0
21.0,2,2,0,13,2,243750.0
1000.0,4,3,4,5,0,3487000.0
310.0,3,2,2,2,0,2604060.0
600.0,4,4,3,1,0,3325000.0
140.0,3,2,1,99,99,302320.0
1120.0,4,3,4,5,0,3182000.0
348.0,5,2,4,1,0,2200000.0
378.0,6,4,1,20,3,969000.0
275.0,5,4,1,2,0,1729600.0
275.0,4,3,2,2,0,2000250.0
400.0,5,3,3,99,99,983970.0
150.0,5,2,0,17,2,423360.0
360.0,3,2,2,4,0,2393950.0
128.0,2,2,1,4,0,1058000.0
346.0,4,3,2,2,0,2688480.0
197.0,4,3,2,99,99,814000.0
1250.0,4,6,4,99,99,2175000.0
97.0,6,2,61,2,0,678000.0
388.0,5,4,2,2,0,6016.0
108.0,2,2,1,1,0,665000.0
217.0,5,0,3,15,2,710000.0
285.0,3,3,2,5,0,1428830.0
337.0,3,2,2,2,0,1292000.0
626.0,4,4,4,5,0,3600000.0
154.0,3,2,0,99,99,388500.0
1002.0,5,6,6,32,5,2775000.0
284.0,4,2,4,18,3,2162000.0
5145.0,10,7,6,99,99,2510790.0
418.0,5,5,4,99,99,1257690.0
1012.0,1,0,0,99,99,337310.0
140.0,4,3,1,99,99,925000.0
1100.0,4,4,2,99,99,1413400.0
1106.0,6,5,4,99,99,2550000.0
180.0,12,6,1,31,5,1128000.0
900.0,4,5,4,99,99,2101000.0
300.0,3,3,2,5,0,1976000.0
316.0,0,0,0,4,0,3281250.0
175.0,4,3,1,99,99,806250.0
160.0,5,4,3,5,0,1100000.0
316.0,4,2,2,1,0,2632000.0
150.0,4,3,2,5,0,1504000.0
150.0,4,2,0,7,1,1012500.0
240.0,4,4,3,5,0,1375000.0
200.0,4,3,2,2,0,1480000.0
120.0,7,4,1,17,2,554500.0
520.0,3,10,4,4,0,5535000.0
260.0,4,3,2,99,99,925000.0
