Área Total log,Dormitorios,Baños,Estacionamiento,Zona_num,Municipio_num,Precio Venta log,Precio Cierre log,Codigo
3.6109179126442243,1,1,0,30,8,11.885047486121913,11.88235571303491,1092310
3.6109179126442243,1,1,0,26,8,12.455589347758375,12.423483797995981,1043956
3.61469455592456,1,1,0,31,8,12.532281680930817,12.509250289096192,1033341
3.6230067099632284,1,1,0,20,8,12.19713784884758,12.189084154834614,1105629
3.6375861597263857,1,1,0,30,8,12.032647398958218,11.95646319152566,1079398
3.6402142821326553,1,1,0,20,8,12.554970929480584,12.554970929480584,1006555
3.654805473780185,1,1,0,17,8,12.55989703048335,12.401604477805465,1105570
3.657130755799356,1,1,0,24,3,12.426175578847188,12.361926160424797,1086504
3.6604799795922385,2,1,0,5,4,11.959154965939705,11.93236579647391,1054439
3.6635616461296463,1,1,0,18,8,12.875441857585288,12.87275007282027,1086829
3.6635616461296463,1,1,0,31,8,12.395870352803575,12.39317857228512,1054249
3.6635616461296463,11,0,1,28,8,12.45699088422724,12.45699088422724,1002164
3.664586761544892,1,1,1,22,3,12.640322793820044,12.600817159541924,1076936
3.670206188848315,1,1,1,18,8,12.929993908996359,12.894347977886351,1104270
3.6704608685899185,1,1,1,28,8,12.652298946310198,12.649607163270348,1056969
3.681099266794974,1,1,0,24,3,12.487488878546145,12.487488878546145,1104424
3.6823582371236707,1,1,1,17,8,12.957679753704559,12.95498796839475,1065329
3.6911269266544156,2,2,0,24,3,12.831609926428062,12.831585852311882,1078046
3.699324711975475,1,1,1,31,8,12.650761671914688,12.650761671914688,1092881
3.7013019741124933,2,1,0,17,8,12.418498972003178,12.418501276567204,1121599
3.713572066704308,1,1,1,18,8,13.0089729301901,12.919269971770703,1078457
3.713572066704308,2,1,0,22,3,12.133507329024972,12.04355959836804,1046216
3.713572066704308,1,1,0,24,3,12.411870628505058,12.411870628505058,1025957
3.713572066704308,1,1,0,18,8,12.966413413168617,12.89161850914226,1092072
3.713572066704308,1,1,0,18,8,12.968375017735774,13.006281144562495,1105639
3.713572066704308,1,1,0,18,8,12.676079399771027,12.676079399771027,1054707
3.713572066704308,1,1,0,31,8,12.440990605629667,12.438298824619423,1047382
3.713572066704308,1,1,0,27,8,12.250094315624496,12.130815551850676,1080052
3.714790835898437,1,1,0,26,8,12.676079399771027,12.676079399771027,1111761
3.723522397557476,1,1,0,17,8,12.943478309114099,12.910137510687925,1107303
3.723522397557476,2,1,0,12,5,11.440365524765756,11.437673762082719,1067817
3.725452434344777,1,1,0,23,3,12.278397958261774,12.2441436595711,1081591
3.7376696182833684,1,1,0,18,8,12.971542813248437,12.611541086966115,1116193
3.7376696182833684,1,1,0,30,8,12.206077645517674,12.206077645517674,1114714
3.7376696182833684,1,2,0,12,5,12.131505337128477,12.086027615993501,1071350
3.742420221041966,1,1,0,30,8,12.140162517503127,12.079585696731737,1079390
3.7438410121879104,1,1,0,30,8,12.24683543829804,12.150618073444761,1092900
3.7539647007698704,1,1,0,26,8,12.622151230897948,12.600817159541924,1106956
3.7579389900454307,2,1,0,31,8,12.050126187591479,12.0474344116773,1023838
3.7612001156935624,1,1,0,18,8,12.857136619910024,12.857136619910024,1069683
3.7612001156935624,1,1,1,30,8,12.458273902684308,12.467286248240269,1088835
3.7612001156935624,1,1,0,18,8,12.740549364085364,12.669495292537231,1104034
3.7612001156935624,1,1,0,26,8,12.332357218270209,12.21464083354502,1092579
3.7716108517114013,1,1,1,18,8,13.089015465545286,12.937288433516706,1028448
3.7814586354070294,1,1,0,8,5,11.65547482323746,11.434974734252892,1085295
3.784189633918261,1,1,0,39,6,12.603508942150482,12.600817159541924,1067211
3.784189633918261,1,1,0,26,8,12.234178937077944,12.130815551850676,1083545
3.784189633918261,2,2,1,34,6,12.301387370778713,12.301387370778713,1086173
3.784189633918261,1,1,0,39,6,12.664133366307853,12.661441583166521,1066594
3.786006164844659,2,1,0,23,3,12.429220196836383,12.409017571151187,1117918
3.7977338590260183,1,1,0,31,8,12.628037546957453,12.59473402514672,1107576
3.8051057230820686,1,1,0,23,3,12.345925888085171,12.25486757159303,1074323
3.8066624897703196,1,1,1,30,8,12.318512543125225,12.313136210176474,1095089
3.8066624897703196,1,1,1,26,8,12.821260987319457,12.821260987319457,1016760
3.811318301306514,2,1,0,43,7,12.180759965737863,12.154784614286667,1088561
3.824284091120139,2,1,0,23,3,12.207776193667723,12.207776193667723,1012254
3.828641396489095,2,1,0,31,8,11.910365121788654,11.86945239795588,1018265
3.828641396489095,1,1,0,26,8,12.144202560946876,12.089993781947333,1093542
3.828641396489095,1,1,1,27,8,12.6494788022162,12.6494788022162,1053169
3.828641396489095,1,1,0,29,8,12.429220196836383,12.429220196836383,1046365
3.828641396489095,2,1,0,22,3,12.133507329024972,11.965302051718009,1047314
3.828641396489095,1,1,0,17,8,12.813909728376597,12.78313815479224,1103001
3.828641396489095,2,1,0,24,3,11.913049669142206,11.7153028849673,1109721
3.828641396489095,1,1,1,17,8,12.937962059405562,12.937962059405562,1008488
3.8299448943925394,1,1,0,16,8,12.979450977545472,12.979450977545472,195411
3.8312466954008584,1,1,0,21,8,12.786277865995281,12.786277865995281,1018914
3.836221292011864,2,2,0,43,7,12.33182825999709,12.33182825999709,1006043
3.8388069430968867,1,1,0,12,5,12.380618214206898,12.380618214206898,1008269
3.849296175519841,2,1,0,8,5,11.896833207128452,11.907673348237187,1112627
3.8501476017100584,1,1,0,24,3,11.869767394966013,11.85638040850742,1068842
3.8501476017100584,1,1,0,28,8,12.469978029554953,12.452897566593704,1080584
